,SUBDIVISION,YEAR,Parameter,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
5021,JAMMU & KASHMIR,1972,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5024,JAMMU & KASHMIR,1973,No. of districts,14.0,14.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,13.0,12.0,13.0
5027,JAMMU & KASHMIR,1974,No. of districts,12.0,12.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
5030,JAMMU & KASHMIR,1975,No. of districts,14.0,14.0,14.0,14.0,14.0,13.0,14.0,12.0,14.0,14.0,13.0,13.0
5033,JAMMU & KASHMIR,1976,No. of districts,13.0,13.0,14.0,14.0,10.0,10.0,14.0,10.0,9.0,10.0,12.0,12.0
5036,JAMMU & KASHMIR,1977,No. of districts,13.0,13.0,13.0,14.0,13.0,13.0,12.0,12.0,13.0,13.0,14.0,13.0
5039,JAMMU & KASHMIR,1978,No. of districts,14.0,11.0,14.0,14.0,14.0,14.0,14.0,11.0,11.0,14.0,14.0,11.0
5042,JAMMU & KASHMIR,1979,No. of districts,10.0,14.0,14.0,14.0,16.0,16.0,15.0,16.0,15.0,14.0,13.0,14.0
5045,JAMMU & KASHMIR,1980,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5048,JAMMU & KASHMIR,1981,No. of districts,14.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0
5051,JAMMU & KASHMIR,1982,No. of districts,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0
5054,JAMMU & KASHMIR,1983,No. of districts,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0
5057,JAMMU & KASHMIR,1984,No. of districts,14.0,12.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,11.0,13.0,11.0
5060,JAMMU & KASHMIR,1985,No. of districts,14.0,13.0,13.0,14.0,13.0,14.0,14.0,12.0,13.0,11.0,11.0,10.0
5063,JAMMU & KASHMIR,1986,No. of districts,11.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0
5066,JAMMU & KASHMIR,1987,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,10.0,11.0,10.0,10.0,9.0,10.0
5069,JAMMU & KASHMIR,1988,No. of districts,11.0,9.0,11.0,10.0,10.0,11.0,10.0,10.0,10.0,9.0,9.0,11.0
5072,JAMMU & KASHMIR,1989,No. of districts,10.0,9.0,9.0,9.0,9.0,10.0,11.0,11.0,9.0,9.0,10.0,10.0
5075,JAMMU & KASHMIR,1990,No. of districts,11.0,11.0,10.0,7.0,9.0,10.0,11.0,10.0,10.0,8.0,8.0,11.0
5078,JAMMU & KASHMIR,1991,No. of districts,10.0,10.0,11.0,11.0,11.0,10.0,11.0,5.0,5.0,5.0,3.0,5.0
5081,JAMMU & KASHMIR,1992,No. of districts,7.0,6.0,8.0,7.0,8.0,7.0,8.0,8.0,12.0,12.0,12.0,12.0
5084,JAMMU & KASHMIR,1993,No. of districts,12.0,12.0,15.0,13.0,15.0,15.0,15.0,14.0,13.0,7.0,10.0,12.0
5087,JAMMU & KASHMIR,1994,No. of districts,14.0,12.0,15.0,13.0,14.0,13.0,11.0,12.0,9.0,9.0,11.0,12.0
5090,JAMMU & KASHMIR,1995,No. of districts,12.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0
5093,JAMMU & KASHMIR,1996,No. of districts,13.0,12.0,12.0,11.0,12.0,11.0,12.0,12.0,12.0,12.0,12.0,11.0
5096,JAMMU & KASHMIR,1997,No. of districts,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0
5099,JAMMU & KASHMIR,1998,No. of districts,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
5102,JAMMU & KASHMIR,1999,No. of districts,13.0,14.0,13.0,13.0,14.0,15.0,14.0,12.0,13.0,14.0,14.0,13.0
5105,JAMMU & KASHMIR,2000,No. of districts,14.0,12.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,12.0,13.0
5108,JAMMU & KASHMIR,2001,No. of districts,13.0,12.0,12.0,14.0,14.0,13.0,14.0,14.0,14.0,14.0,14.0,13.0
5111,JAMMU & KASHMIR,2002,No. of districts,12.0,13.0,13.0,12.0,13.0,12.0,13.0,14.0,11.0,10.0,14.0,14.0
5114,JAMMU & KASHMIR,2003,No. of districts,13.0,13.0,11.0,13.0,12.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0
5117,JAMMU & KASHMIR,2004,No. of districts,12.0,12.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0
5120,JAMMU & KASHMIR,2005,No. of districts,11.0,9.0,11.0,11.0,11.0,8.0,11.0,11.0,11.0,10.0,11.0,11.0
5123,JAMMU & KASHMIR,2006,No. of districts,11.0,11.0,11.0,7.0,11.0,10.0,11.0,11.0,3.0,11.0,11.0,11.0
5126,JAMMU & KASHMIR,2007,No. of districts,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,12.0,12.0
5129,JAMMU & KASHMIR,2008,No. of districts,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
5132,JAMMU & KASHMIR,2009,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,11.0,0.0,0.0
5135,JAMMU & KASHMIR,2010,No. of districts,11.0,11.0,10.0,12.0,12.0,12.0,12.0,11.0,15.0,15.0,15.0,15.0
5138,JAMMU & KASHMIR,2011,No. of districts,14.0,12.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,13.0,14.0,14.0
5141,JAMMU & KASHMIR,2012,No. of districts,13.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,15.0,14.0,16.0,16.0
5144,JAMMU & KASHMIR,2013,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
5147,JAMMU & KASHMIR,2014,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,20.0,20.0
5150,JAMMU & KASHMIR,2015,No. of districts,18.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
5156,JHARKHAND,1901,No. of districts,16.0,17.0,19.0,19.0,8.0,10.0,18.0,16.0,19.0,18.0,16.0,17.0
5159,JHARKHAND,1902,No. of districts,21.0,21.0,21.0,21.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
5162,JHARKHAND,1903,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,21.0,22.0,22.0,22.0,22.0
5165,JHARKHAND,1904,No. of districts,22.0,22.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
5168,JHARKHAND,1905,No. of districts,22.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0
5171,JHARKHAND,1906,No. of districts,23.0,23.0,23.0,22.0,23.0,23.0,23.0,22.0,23.0,22.0,23.0,23.0
5174,JHARKHAND,1907,No. of districts,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
5177,JHARKHAND,1908,No. of districts,24.0,24.0,24.0,24.0,24.0,23.0,23.0,22.0,24.0,23.0,24.0,24.0
5180,JHARKHAND,1909,No. of districts,24.0,24.0,24.0,23.0,23.0,23.0,22.0,21.0,24.0,21.0,23.0,23.0
5183,JHARKHAND,1910,No. of districts,23.0,22.0,22.0,22.0,24.0,22.0,24.0,23.0,23.0,22.0,23.0,23.0
5186,JHARKHAND,1911,No. of districts,23.0,24.0,24.0,24.0,24.0,24.0,22.0,24.0,23.0,23.0,23.0,24.0
5189,JHARKHAND,1912,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0,24.0,23.0,24.0
5192,JHARKHAND,1913,No. of districts,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,23.0,23.0
5195,JHARKHAND,1914,No. of districts,23.0,23.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0
5198,JHARKHAND,1915,No. of districts,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5201,JHARKHAND,1916,No. of districts,24.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0,23.0,24.0,23.0,24.0
5204,JHARKHAND,1917,No. of districts,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5207,JHARKHAND,1918,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,23.0
5210,JHARKHAND,1919,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0
5213,JHARKHAND,1920,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5216,JHARKHAND,1921,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5219,JHARKHAND,1922,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5222,JHARKHAND,1923,No. of districts,24.0,24.0,24.0,23.0,24.0,23.0,24.0,23.0,24.0,23.0,24.0,24.0
5225,JHARKHAND,1924,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5228,JHARKHAND,1925,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5231,JHARKHAND,1926,No. of districts,23.0,23.0,24.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5234,JHARKHAND,1927,No. of districts,24.0,24.0,24.0,24.0,23.0,24.0,24.0,24.0,23.0,24.0,24.0,23.0
5237,JHARKHAND,1928,No. of districts,24.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5240,JHARKHAND,1929,No. of districts,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5243,JHARKHAND,1930,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5246,JHARKHAND,1931,No. of districts,24.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5249,JHARKHAND,1932,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5252,JHARKHAND,1933,No. of districts,22.0,21.0,23.0,23.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
5255,JHARKHAND,1934,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5258,JHARKHAND,1935,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5261,JHARKHAND,1936,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5264,JHARKHAND,1937,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5267,JHARKHAND,1938,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5270,JHARKHAND,1939,No. of districts,24.0,24.0,24.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0
5273,JHARKHAND,1940,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5276,JHARKHAND,1941,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5279,JHARKHAND,1942,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5282,JHARKHAND,1943,No. of districts,23.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
5285,JHARKHAND,1944,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,23.0,24.0,24.0
5288,JHARKHAND,1945,No. of districts,23.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,23.0,23.0,24.0
5291,JHARKHAND,1946,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5294,JHARKHAND,1947,No. of districts,24.0,24.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5297,JHARKHAND,1948,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0
5300,JHARKHAND,1949,No. of districts,24.0,24.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0
5303,JHARKHAND,1950,No. of districts,22.0,24.0,24.0,23.0,23.0,23.0,24.0,24.0,23.0,24.0,24.0,24.0
5306,JHARKHAND,1951,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5309,JHARKHAND,1952,No. of districts,24.0,23.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,23.0
5312,JHARKHAND,1953,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0
5315,JHARKHAND,1954,No. of districts,24.0,23.0,23.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5318,JHARKHAND,1955,No. of districts,24.0,24.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0
5321,JHARKHAND,1956,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5324,JHARKHAND,1957,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5327,JHARKHAND,1958,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5330,JHARKHAND,1959,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
5333,JHARKHAND,1960,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,20.0,23.0
5336,JHARKHAND,1961,No. of districts,23.0,23.0,23.0,24.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,23.0
5339,JHARKHAND,1962,No. of districts,23.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,23.0
5342,JHARKHAND,1963,No. of districts,22.0,24.0,24.0,23.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,23.0
5345,JHARKHAND,1964,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,24.0,24.0,24.0
5348,JHARKHAND,1965,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5351,JHARKHAND,1966,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5354,JHARKHAND,1967,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5357,JHARKHAND,1968,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5360,JHARKHAND,1969,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5363,JHARKHAND,1970,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5366,JHARKHAND,1971,No. of districts,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,13.0,13.0,13.0,13.0
5369,JHARKHAND,1972,No. of districts,13.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,12.0,11.0,12.0
5372,JHARKHAND,1973,No. of districts,11.0,11.0,13.0,13.0,12.0,12.0,12.0,11.0,13.0,12.0,11.0,11.0
5375,JHARKHAND,1974,No. of districts,19.0,18.0,18.0,19.0,19.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0
5378,JHARKHAND,1975,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5381,JHARKHAND,1976,No. of districts,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5384,JHARKHAND,1977,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
5387,JHARKHAND,1978,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
5390,JHARKHAND,1979,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.0,22.0,23.0,23.0,23.0
5393,JHARKHAND,1980,No. of districts,23.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
5396,JHARKHAND,1981,No. of districts,21.0,21.0,20.0,20.0,21.0,21.0,22.0,21.0,21.0,22.0,21.0,21.0
5399,JHARKHAND,1982,No. of districts,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
5402,JHARKHAND,1983,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
5405,JHARKHAND,1984,No. of districts,22.0,22.0,23.0,23.0,23.0,23.0,22.0,22.0,23.0,22.0,22.0,22.0
5408,JHARKHAND,1985,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
5411,JHARKHAND,1986,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
5414,JHARKHAND,1987,No. of districts,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,21.0,22.0
5417,JHARKHAND,1988,No. of districts,21.0,21.0,21.0,22.0,22.0,20.0,20.0,20.0,21.0,20.0,21.0,21.0
5420,JHARKHAND,1989,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0
5423,JHARKHAND,1990,No. of districts,20.0,19.0,19.0,21.0,21.0,21.0,22.0,22.0,22.0,21.0,20.0,20.0
5426,JHARKHAND,1991,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5429,JHARKHAND,1992,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,24.0,24.0,24.0
5432,JHARKHAND,1993,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5435,JHARKHAND,1994,No. of districts,24.0,24.0,24.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5438,JHARKHAND,1995,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5441,JHARKHAND,1996,No. of districts,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0
5444,JHARKHAND,1997,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0
5447,JHARKHAND,1998,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5450,JHARKHAND,1999,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5453,JHARKHAND,2000,No. of districts,24.0,24.0,24.0,24.0,22.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0
5456,JHARKHAND,2001,No. of districts,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5459,JHARKHAND,2002,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0
5462,JHARKHAND,2003,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5465,JHARKHAND,2004,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0
5468,JHARKHAND,2005,No. of districts,24.0,24.0,23.0,23.0,23.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0
5471,JHARKHAND,2006,No. of districts,21.0,20.0,21.0,21.0,20.0,21.0,22.0,22.0,22.0,22.0,22.0,20.0
5474,JHARKHAND,2007,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5477,JHARKHAND,2008,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,24.0,24.0,24.0
5480,JHARKHAND,2009,No. of districts,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,23.0,21.0,21.0
5483,JHARKHAND,2010,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0
5486,JHARKHAND,2011,No. of districts,24.0,24.0,24.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0
5489,JHARKHAND,2012,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5492,JHARKHAND,2013,No. of districts,13.0,13.0,12.0,12.0,14.0,24.0,24.0,24.0,24.0,24.0,21.0,21.0
5495,JHARKHAND,2014,No. of districts,23.0,22.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5498,JHARKHAND,2015,No. of districts,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
5504,KERALA,1901,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5507,KERALA,1902,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5510,KERALA,1903,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5513,KERALA,1904,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5516,KERALA,1905,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5519,KERALA,1906,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5522,KERALA,1907,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5525,KERALA,1908,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5528,KERALA,1909,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5531,KERALA,1910,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5534,KERALA,1911,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5537,KERALA,1912,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5540,KERALA,1913,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5543,KERALA,1914,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5546,KERALA,1915,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5549,KERALA,1916,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5552,KERALA,1917,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5555,KERALA,1918,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5558,KERALA,1919,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5561,KERALA,1920,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5564,KERALA,1921,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5567,KERALA,1922,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5570,KERALA,1923,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5573,KERALA,1924,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5576,KERALA,1925,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5579,KERALA,1926,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5582,KERALA,1927,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5585,KERALA,1928,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5588,KERALA,1929,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5591,KERALA,1930,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5594,KERALA,1931,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5597,KERALA,1932,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5600,KERALA,1933,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5603,KERALA,1934,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5606,KERALA,1935,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5609,KERALA,1936,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5612,KERALA,1937,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5615,KERALA,1938,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5618,KERALA,1939,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5621,KERALA,1940,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5624,KERALA,1941,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5627,KERALA,1942,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5630,KERALA,1943,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
5633,KERALA,1944,No. of districts,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
